Source,Target,Type,id,label,timeset,weight,net_exp
Argentina,China,Undirected,89,,,0.10000000149011612,3619232
Argentina,Egypt,Undirected,99,,,0.009999999776482582,194653.8
Argentina,Germany,Undirected,103,,,0.009999999776482582,273117.6
Armenia,China,Undirected,142,,,0.009999999776482582,188633
Australia,Belgium,Undirected,174,,,0.009999999776482582,447104
Australia,China,Undirected,182,,,1.0,3.68e+07
Australia,ChinaTaiwanProvince,Undirected,185,,,0.029999999329447746,1174428
Australia,Germany,Undirected,195,,,0.009999999776482582,304460.3
Australia,India,Undirected,199,,,0.029999999329447746,1009106
Australia,Japan,Undirected,204,,,0.17000000178813934,6126711
Australia,KoreaRepublicof,Undirected,207,,,0.10999999940395355,4162272
Australia,Malaysia,Undirected,212,,,0.009999999776482582,263961.6
Australia,Netherlands,Undirected,218,,,0.009999999776482582,327065.5
Australia,Philippines,Undirected,222,,,0.009999999776482582,321498.7
Australia,Thailand,Undirected,237,,,0.009999999776482582,233522.1
Australia,VietNam,Undirected,247,,,0.009999999776482582,193477.9
Austria,China,Undirected,263,,,0.009999999776482582,192936.5
Austria,Italy,Undirected,281,,,0.019999999552965164,713134.1
Belgium,China,Undirected,462,,,0.009999999776482582,548049.6
Belgium,France,Undirected,473,,,0.009999999776482582,269228.5
Belgium,Germany,Undirected,477,,,0.009999999776482582,200841.8
Belgium,Turkey,Undirected,518,,,0.009999999776482582,327400.9
Benin,China,Undirected,539,,,0.009999999776482582,293579.1
Bolivia,Belgium,Undirected,577,,,0.009999999776482582,253183.8
Bolivia,China,Undirected,581,,,0.009999999776482582,280371
Bolivia,Japan,Undirected,596,,,0.009999999776482582,281588.3
Bolivia,KoreaRepublicof,Undirected,597,,,0.009999999776482582,277552.6
Brazil,Argentina,Undirected,675,,,0.009999999776482582,443997.7
Brazil,Belgium,Undirected,681,,,0.009999999776482582,510126.5
Brazil,Canada,Undirected,686,,,0.019999999552965164,831598.1
Brazil,China,Undirected,688,,,0.6800000071525574,2.49e+07
Brazil,ChinaHongKongSAR,Undirected,689,,,0.009999999776482582,291389.7
Brazil,ChinaTaiwanProvince,Undirected,690,,,0.029999999329447746,942841.3
Brazil,Egypt,Undirected,697,,,0.009999999776482582,323137.6
Brazil,France,Undirected,701,,,0.019999999552965164,645441.6
Brazil,Germany,Undirected,704,,,0.029999999329447746,931669.8
Brazil,India,Undirected,708,,,0.009999999776482582,447145.3
Brazil,Indonesia,Undirected,709,,,0.009999999776482582,186098
Brazil,IranIslamicRepublic,Undirected,710,,,0.009999999776482582,210719.5
Brazil,Italy,Undirected,713,,,0.029999999329447746,1071077
Brazil,Japan,Undirected,714,,,0.03999999910593033,1613859
Brazil,KoreaRepublicof,Undirected,718,,,0.029999999329447746,1192686
Brazil,Malaysia,Undirected,725,,,0.029999999329447746,937209.9
Brazil,Netherlands,Undirected,729,,,0.05999999865889549,2366674
Brazil,Norway,Undirected,733,,,0.019999999552965164,578433.9
Brazil,Oman,Undirected,734,,,0.009999999776482582,375685.5
Brazil,Philippines,Undirected,737,,,0.009999999776482582,504312.7
Brazil,Poland,Undirected,738,,,0.009999999776482582,266426
Brazil,Portugal,Undirected,739,,,0.009999999776482582,207486.5
Brazil,Qatar,Undirected,740,,,0.009999999776482582,202245.4
Brazil,RussianFederation,Undirected,742,,,0.009999999776482582,220288.1
Brazil,SaudiArabia,Undirected,743,,,0.009999999776482582,385475
Brazil,Spain,Undirected,746,,,0.03999999910593033,1314786
Brazil,Sweden,Undirected,749,,,0.009999999776482582,195162.3
Brazil,Thailand,Undirected,753,,,0.019999999552965164,707871.9
Brazil,Turkey,Undirected,757,,,0.009999999776482582,409994.1
Brazil,UnitedArabEmirates,Undirected,760,,,0.019999999552965164,660612.9
Brazil,UnitedKingdom,Undirected,761,,,0.009999999776482582,485961.6
Brazil,UnitedStates,Undirected,762,,,0.03999999910593033,1539356
Brazil,VietNam,Undirected,765,,,0.009999999776482582,528897.1
Bulgaria,Germany,Undirected,794,,,0.009999999776482582,324791.8
Cambodia,VietNam,Undirected,883,,,0.009999999776482582,207310.5
Cameroon,China,Undirected,893,,,0.009999999776482582,283468.5
Canada,Belgium,Undirected,947,,,0.009999999776482582,359690.4
Canada,China,Undirected,956,,,0.2199999988079071,8046258
Canada,ChinaHongKongSAR,Undirected,957,,,0.009999999776482582,408544.9
Canada,ChinaTaiwanProvince,Undirected,959,,,0.009999999776482582,367797.4
Canada,Finland,Undirected,969,,,0.009999999776482582,196171.2
Canada,France,Undirected,970,,,0.019999999552965164,557212.9
Canada,Germany,Undirected,973,,,0.009999999776482582,492463.3
Canada,India,Undirected,978,,,0.009999999776482582,400033.7
Canada,Italy,Undirected,984,,,0.009999999776482582,230727.3
Canada,Japan,Undirected,985,,,0.09000000357627869,3363918
Canada,KoreaRepublicof,Undirected,989,,,0.03999999910593033,1337700
Canada,Mexico,Undirected,1000,,,0.009999999776482582,355516
Canada,Netherlands,Undirected,1004,,,0.019999999552965164,600015
Canada,Norway,Undirected,1008,,,0.029999999329447746,1083056
Canada,Pakistan,Undirected,1009,,,0.009999999776482582,362759.5
Canada,Spain,Undirected,1026,,,0.009999999776482582,266577.8
Canada,Turkey,Undirected,1036,,,0.009999999776482582,222757.7
Canada,UnitedArabEmirates,Undirected,1040,,,0.009999999776482582,214810.2
Canada,UnitedKingdom,Undirected,1041,,,0.029999999329447746,1189153
Canada,UnitedStates,Undirected,1042,,,0.15000000596046448,5435970
Chile,Brazil,Undirected,1088,,,0.019999999552965164,621969.4
Chile,Bulgaria,Undirected,1089,,,0.009999999776482582,353323.7
Chile,China,Undirected,1091,,,0.1899999976158142,7138239
Chile,ChinaTaiwanProvince,Undirected,1093,,,0.009999999776482582,317145
Chile,Germany,Undirected,1103,,,0.009999999776482582,377445
Chile,India,Undirected,1106,,,0.05000000074505806,1887180
Chile,Japan,Undirected,1111,,,0.10000000149011612,3795394
Chile,KoreaRepublicof,Undirected,1115,,,0.05000000074505806,1971216
Chile,Netherlands,Undirected,1120,,,0.009999999776482582,471010.2
Chile,Spain,Undirected,1135,,,0.019999999552965164,826075.1
Chile,UnitedStates,Undirected,1143,,,0.019999999552965164,580732.8
ChinaHongKongSAR,China,Undirected,1148,,,0.019999999552965164,749670.8
Colombia,UnitedStates,Undirected,1287,,,0.009999999776482582,364786.3
Croatia,Italy,Undirected,1439,,,0.009999999776482582,216275.1
Cuba,Canada,Undirected,1470,,,0.009999999776482582,256623.3
CzechRepublic,Austria,Undirected,1526,,,0.009999999776482582,420187.6
CzechRepublic,Germany,Undirected,1539,,,0.019999999552965164,605281.9
DemRepoftheCongo,China,Undirected,1587,,,0.009999999776482582,359341.8
DemRepoftheCongo,Zambia,Undirected,1606,,,0.029999999329447746,1159655
Denmark,China,Undirected,1614,,,0.009999999776482582,528865.6
Denmark,ChinaHongKongSAR,Undirected,1615,,,0.019999999552965164,886131.8
Denmark,Germany,Undirected,1621,,,0.009999999776482582,430412.9
Ecuador,UnitedStates,Undirected,1778,,,0.009999999776482582,301637.9
Ethiopia,China,Undirected,1933,,,0.009999999776482582,271541.8
Ethiopia,Netherlands,Undirected,1953,,,0.009999999776482582,271644.1
Finland,China,Undirected,2008,,,0.029999999329447746,1102479
Finland,Egypt,Undirected,2014,,,0.009999999776482582,262470.5
Finland,France,Undirected,2016,,,0.009999999776482582,195470.4
Finland,Germany,Undirected,2018,,,0.009999999776482582,290937.7
Finland,Italy,Undirected,2027,,,0.009999999776482582,320808
Finland,Japan,Undirected,2028,,,0.009999999776482582,253305
Finland,UnitedKingdom,Undirected,2063,,,0.009999999776482582,223782.8
France,China,Undirected,2076,,,0.019999999552965164,684124.9
France,Germany,Undirected,2090,,,0.009999999776482582,290716.8
France,Italy,Undirected,2096,,,0.029999999329447746,954847.1
France,Spain,Undirected,2128,,,0.019999999552965164,741525.6
Gabon,China,Undirected,2154,,,0.019999999552965164,595882.8
Germany,Austria,Undirected,2219,,,0.019999999552965164,626183
Germany,China,Undirected,2228,,,0.009999999776482582,454842
Germany,Italy,Undirected,2250,,,0.019999999552965164,904813.9
Germany,Luxembourg,Undirected,2257,,,0.009999999776482582,338564.4
Germany,UnitedKingdom,Undirected,2291,,,0.009999999776482582,191056.3
Hungary,Austria,Undirected,2555,,,0.009999999776482582,198144.7
India,Bangladesh,Undirected,2632,,,0.019999999552965164,695555.9
India,China,Undirected,2637,,,0.03999999910593033,1398513
India,Pakistan,Undirected,2660,,,0.009999999776482582,511170.9
Indonesia,China,Undirected,2685,,,0.09000000357627869,3333128
Indonesia,India,Undirected,2703,,,0.019999999552965164,627034.3
Indonesia,Japan,Undirected,2708,,,0.05999999865889549,2177406
Indonesia,KoreaRepublicof,Undirected,2710,,,0.009999999776482582,536111.4
Indonesia,Spain,Undirected,2734,,,0.009999999776482582,249478.1
IranIslamicRepublic,China,Undirected,2753,,,0.05000000074505806,1733488
IranIslamicRepublic,Pakistan,Undirected,2766,,,0.009999999776482582,209640
Ireland,France,Undirected,2817,,,0.009999999776482582,264507
Ireland,UnitedKingdom,Undirected,2861,,,0.009999999776482582,198173.8
Japan,China,Undirected,3006,,,0.05000000074505806,1974040
Japan,ChinaTaiwanProvince,Undirected,3009,,,0.009999999776482582,247138.4
Japan,KoreaRepublicof,Undirected,3023,,,0.019999999552965164,847656.5
Jordan,India,Undirected,3053,,,0.009999999776482582,339420.4
Kazakhstan,China,Undirected,3076,,,0.019999999552965164,714955.1
Kazakhstan,RussianFederation,Undirected,3098,,,0.019999999552965164,671715.6
Kenya,Netherlands,Undirected,3160,,,0.009999999776482582,296715.6
KoreaDemPeoples,China,Undirected,3185,,,0.009999999776482582,417752.5
KoreaRepublicof,China,Undirected,3209,,,0.009999999776482582,214929.6
KoreaRepublicof,Malaysia,Undirected,3230,,,0.009999999776482582,187674.4
LaoPeoplesDemRep,China,Undirected,3310,,,0.009999999776482582,510980.6
LaoPeoplesDemRep,VietNam,Undirected,3322,,,0.009999999776482582,282188.6
Latvia,UnitedKingdom,Undirected,3367,,,0.009999999776482582,294070.6
