Source,Target,Type,id,label,timeset,weight,net_exp
Australia,NewZealand,Undirected,243,,,0.009999999776482582,1136928
Austria,RussianFederation,Undirected,404,,,0.009999999776482582,1083540
Austria,Slovakia,Undirected,414,,,0.019999999552965164,2808710
Austria,Switzerland,Undirected,423,,,0.009999999776482582,1196724
Austria,UnitedKingdom,Undirected,436,,,0.009999999776482582,1219753
Austria,UnitedStates,Undirected,437,,,0.029999999329447746,4487524
Belarus,RussianFederation,Undirected,575,,,0.009999999776482582,806970.3
Belgium,France,Undirected,651,,,0.019999999552965164,3289042
Belgium,Luxembourg,Undirected,686,,,0.009999999776482582,1080908
Belgium,UnitedKingdom,Undirected,747,,,0.03999999910593033,6427433
Brazil,Argentina,Undirected,859,,,0.009999999776482582,2305378
Brazil,Chile,Undirected,877,,,0.009999999776482582,883901.6
ChinaHongKongSAR,Argentina,Undirected,1343,,,0.009999999776482582,811609.6
ChinaHongKongSAR,Australia,Undirected,1345,,,0.009999999776482582,1915408
ChinaHongKongSAR,Brazil,Undirected,1359,,,0.009999999776482582,913010.2
ChinaHongKongSAR,ChinaMacaoSAR,Undirected,1370,,,0.009999999776482582,1145002
ChinaHongKongSAR,Germany,Undirected,1393,,,0.009999999776482582,2196301
ChinaHongKongSAR,Hungary,Undirected,1401,,,0.009999999776482582,1305890
ChinaHongKongSAR,India,Undirected,1403,,,0.03999999910593033,6291992
ChinaHongKongSAR,Indonesia,Undirected,1404,,,0.009999999776482582,1125639
ChinaHongKongSAR,Mexico,Undirected,1432,,,0.019999999552965164,2730760
ChinaHongKongSAR,Netherlands,Undirected,1439,,,0.029999999329447746,4362046
ChinaHongKongSAR,RussianFederation,Undirected,1456,,,0.009999999776482582,1232944
ChinaHongKongSAR,Spain,Undirected,1469,,,0.009999999776482582,963125.5
ChinaHongKongSAR,UnitedArabEmirates,Undirected,1487,,,0.009999999776482582,1141368
ChinaHongKongSAR,UnitedStates,Undirected,1488,,,0.05999999865889549,9280100
ChinaHongKongSAR,VietNam,Undirected,1493,,,0.009999999776482582,1688528
ChinaTaiwanProvince,Australia,Undirected,1515,,,0.009999999776482582,940263.8
ChinaTaiwanProvince,Canada,Undirected,1535,,,0.009999999776482582,982498.6
ChinaTaiwanProvince,China,Undirected,1538,,,0.05999999865889549,9223882
ChinaTaiwanProvince,ChinaHongKongSAR,Undirected,1539,,,0.12999999523162842,2.12e+07
ChinaTaiwanProvince,KoreaRepublicof,Undirected,1583,,,0.019999999552965164,3451097
ChinaTaiwanProvince,Malaysia,Undirected,1594,,,0.009999999776482582,1593240
ChinaTaiwanProvince,Mexico,Undirected,1600,,,0.009999999776482582,1094421
ChinaTaiwanProvince,Philippines,Undirected,1619,,,0.009999999776482582,1371841
ChinaTaiwanProvince,SaudiArabia,Undirected,1628,,,0.009999999776482582,968156.6
ChinaTaiwanProvince,Singapore,Undirected,1633,,,0.009999999776482582,2316648
ChinaTaiwanProvince,Thailand,Undirected,1648,,,0.009999999776482582,876357.6
ChinaTaiwanProvince,UnitedKingdom,Undirected,1657,,,0.009999999776482582,1514544
ChinaTaiwanProvince,UnitedStates,Undirected,1658,,,0.05000000074505806,8437267
ChinaTaiwanProvince,VietNam,Undirected,1663,,,0.009999999776482582,1532117
China,Algeria,Undirected,1669,,,0.019999999552965164,3140981
China,Angola,Undirected,1671,,,0.009999999776482582,1121348
China,Argentina,Undirected,1673,,,0.029999999329447746,4645617
China,Australia,Undirected,1676,,,0.09000000357627869,1.49e+07
China,Bahamas,Undirected,1678,,,0.009999999776482582,1137525
China,Bangladesh,Undirected,1680,,,0.019999999552965164,3509450
China,Belgium,Undirected,1683,,,0.009999999776482582,2264474
China,Brazil,Undirected,1691,,,0.05999999865889549,9823177
China,Canada,Undirected,1700,,,0.05000000074505806,8626910
China,Chile,Undirected,1703,,,0.029999999329447746,4054237
China,ChinaHongKongSAR,Undirected,1704,,,0.2199999988079071,3.59e+07
China,ChinaMacaoSAR,Undirected,1705,,,0.009999999776482582,828987.3
China,Colombia,Undirected,1706,,,0.019999999552965164,3311231
China,Cuba,Undirected,1712,,,0.009999999776482582,924844.8
China,CzechRepublic,Undirected,1714,,,0.03999999910593033,5634907
China,Denmark,Undirected,1716,,,0.009999999776482582,1488918
China,Ecuador,Undirected,1719,,,0.009999999776482582,1229484
China,Egypt,Undirected,1720,,,0.019999999552965164,3777062
China,Ethiopia,Undirected,1725,,,0.009999999776482582,1692232
China,Ghana,Undirected,1732,,,0.009999999776482582,1457922
China,Greece,Undirected,1734,,,0.009999999776482582,1359329
China,Hungary,Undirected,1740,,,0.009999999776482582,2384143
China,India,Undirected,1742,,,0.15000000596046448,2.39e+07
China,Indonesia,Undirected,1743,,,0.07999999821186066,1.28e+07
China,IranIslamicRepublic,Undirected,1744,,,0.05000000074505806,7808880
China,Iraq,Undirected,1745,,,0.019999999552965164,2950907
China,Ireland,Undirected,1746,,,0.009999999776482582,1060084
China,Italy,Undirected,1748,,,0.029999999329447746,5487806
China,Japan,Undirected,1750,,,0.03999999910593033,5979588
China,Kazakhstan,Undirected,1752,,,0.019999999552965164,2498618
China,Kenya,Undirected,1753,,,0.009999999776482582,1598341
China,Kuwait,Undirected,1756,,,0.009999999776482582,1250145
China,LaoPeoplesDemRep,Undirected,1758,,,0.009999999776482582,809807.7
China,Luxembourg,Undirected,1765,,,0.009999999776482582,2200414
China,Malaysia,Undirected,1768,,,0.029999999329447746,4124205
China,Malta,Undirected,1771,,,0.009999999776482582,1525339
China,MarshallIslands,Undirected,1772,,,0.019999999552965164,3075497
China,Mexico,Undirected,1775,,,0.09000000357627869,1.49e+07
China,Myanmar,Undirected,1780,,,0.029999999329447746,4603266
China,Netherlands,Undirected,1784,,,0.20000000298023224,3.25e+07
China,NewZealand,Undirected,1786,,,0.009999999776482582,1332107
China,Nigeria,Undirected,1789,,,0.029999999329447746,4250115
China,Pakistan,Undirected,1792,,,0.029999999329447746,5484029
China,Panama,Undirected,1794,,,0.019999999552965164,2395931
China,Peru,Undirected,1797,,,0.009999999776482582,2343794
China,Philippines,Undirected,1798,,,0.019999999552965164,3744636
China,Poland,Undirected,1799,,,0.03999999910593033,5725522
China,Qatar,Undirected,1801,,,0.009999999776482582,986046.6
China,Romania,Undirected,1803,,,0.009999999776482582,1386218
China,RussianFederation,Undirected,1804,,,0.05999999865889549,9846626
China,SaudiArabia,Undirected,1811,,,0.03999999910593033,6706192
China,Singapore,Undirected,1816,,,0.009999999776482582,1111612
China,SouthAfrica,Undirected,1821,,,0.03999999910593033,6222518
China,Spain,Undirected,1822,,,0.029999999329447746,5281285
China,SriLanka,Undirected,1823,,,0.009999999776482582,995951.4
China,TanzaniaUnitedRepublic,Undirected,1832,,,0.009999999776482582,1492566
China,Thailand,Undirected,1833,,,0.05999999865889549,1.03e+07
China,Turkey,Undirected,1839,,,0.05000000074505806,8387717
China,Ukraine,Undirected,1844,,,0.009999999776482582,877990.8
China,UnitedArabEmirates,Undirected,1845,,,0.07999999821186066,1.33e+07
China,UnitedKingdom,Undirected,1846,,,0.07000000029802322,1.14e+07
China,UnitedStates,Undirected,1847,,,1.0,1.60e+08
China,Uruguay,Undirected,1848,,,0.009999999776482582,822105.3
China,Uzbekistan,Undirected,1849,,,0.009999999776482582,978367.9
China,Venezuela,Undirected,1851,,,0.019999999552965164,3257152
China,VietNam,Undirected,1852,,,0.10000000149011612,1.65e+07
CzechRepublic,Belgium,Undirected,2174,,,0.009999999776482582,1096019
CzechRepublic,France,Undirected,2207,,,0.019999999552965164,3742709
CzechRepublic,Germany,Undirected,2210,,,0.07000000029802322,1.13e+07
CzechRepublic,RussianFederation,Undirected,2269,,,0.009999999776482582,1719048
CzechRepublic,Slovakia,Undirected,2276,,,0.009999999776482582,1204739
CzechRepublic,Spain,Undirected,2280,,,0.009999999776482582,2092488
CzechRepublic,Sweden,Undirected,2285,,,0.009999999776482582,1054172
CzechRepublic,Switzerland,Undirected,2286,,,0.009999999776482582,1048219
CzechRepublic,Turkey,Undirected,2294,,,0.009999999776482582,1036212
CzechRepublic,UnitedKingdom,Undirected,2299,,,0.029999999329447746,4339227
CzechRepublic,UnitedStates,Undirected,2300,,,0.009999999776482582,991492.1
Denmark,Norway,Undirected,2414,,,0.009999999776482582,1092892
Denmark,UnitedStates,Undirected,2457,,,0.009999999776482582,1400439
Estonia,Sweden,Undirected,2658,,,0.009999999776482582,905532.3
Finland,RussianFederation,Undirected,2815,,,0.009999999776482582,1097240
France,Algeria,Undirected,2852,,,0.019999999552965164,3140343
France,Argentina,Undirected,2857,,,0.009999999776482582,998192.6
France,Australia,Undirected,2859,,,0.009999999776482582,1568746
France,Bahamas,Undirected,2861,,,0.009999999776482582,1103510
France,Brazil,Undirected,2873,,,0.019999999552965164,3558879
France,Canada,Undirected,2881,,,0.009999999776482582,1024654
France,CaymanIslands,Undirected,2882,,,0.019999999552965164,3877626
France,China,Undirected,2886,,,0.009999999776482582,1991147
France,Egypt,Undirected,2902,,,0.009999999776482582,2259965
France,Iceland,Undirected,2924,,,0.009999999776482582,816503.1
France,India,Undirected,2925,,,0.009999999776482582,1348986
France,Indonesia,Undirected,2926,,,0.009999999776482582,1682058
France,KoreaRepublicof,Undirected,2936,,,0.009999999776482582,1167091
France,Kuwait,Undirected,2937,,,0.009999999776482582,990104.1
France,Mexico,Undirected,2955,,,0.009999999776482582,1031300
France,Norway,Undirected,2968,,,0.009999999776482582,1427393
France,Qatar,Undirected,2976,,,0.019999999552965164,2693921
France,RussianFederation,Undirected,2978,,,0.019999999552965164,3396194
France,SaudiArabia,Undirected,2986,,,0.019999999552965164,2398956
France,Singapore,Undirected,2991,,,0.009999999776482582,851972.3
France,SriLanka,Undirected,2997,,,0.009999999776482582,919694.8
France,Switzerland,Undirected,3001,,,0.009999999776482582,1936208
France,Turkey,Undirected,3012,,,0.009999999776482582,1923830
France,UnitedArabEmirates,Undirected,3017,,,0.03999999910593033,5995534
France,UnitedKingdom,Undirected,3018,,,0.019999999552965164,2529521
France,UnitedStates,Undirected,3019,,,0.09000000357627869,1.36e+07
Germany,Algeria,Undirected,3069,,,0.009999999776482582,1392917
Germany,Argentina,Undirected,3074,,,0.009999999776482582,1194885
Germany,Australia,Undirected,3077,,,0.029999999329447746,5321526
Germany,Austria,Undirected,3078,,,0.019999999552965164,3720306
Germany,Belgium,Undirected,3085,,,0.009999999776482582,2224721
Germany,Brazil,Undirected,3093,,,0.029999999329447746,4549990
Germany,Canada,Undirected,3101,,,0.03999999910593033,5957384
Germany,Chile,Undirected,3104,,,0.009999999776482582,1552830
Germany,China,Undirected,3105,,,0.12999999523162842,2.15e+07
Germany,ChinaTaiwanProvince,Undirected,3107,,,0.009999999776482582,962324.5
Germany,Colombia,Undirected,3108,,,0.009999999776482582,931068.9
Germany,Denmark,Undirected,3116,,,0.009999999776482582,1168046
Germany,Egypt,Undirected,3121,,,0.009999999776482582,1939180
Germany,Finland,Undirected,3129,,,0.009999999776482582,1436153
Germany,France,Undirected,3130,,,0.10000000149011612,1.54e+07
Germany,Greece,Undirected,3137,,,0.009999999776482582,1170375
Germany,India,Undirected,3146,,,0.029999999329447746,4339952
Germany,Indonesia,Undirected,3147,,,0.009999999776482582,1096898
Germany,IranIslamicRepublic,Undirected,3148,,,0.009999999776482582,920556.6
Germany,Israel,Undirected,3151,,,0.009999999776482582,1537522
