Source,Target,Type,id,label,timeset,weight,net_exp
Argentina,Belgium,Undirected,20,,,0.009999999776482582,38702.82
Argentina,Brazil,Undirected,23,,,0.009999999776482582,21382.5
Argentina,Canada,Undirected,25,,,0.029999999329447746,78127.32
Argentina,Chile,Undirected,26,,,0.009999999776482582,24047.96
Argentina,China,Undirected,27,,,0.029999999329447746,77215.8
Argentina,Denmark,Undirected,33,,,0.009999999776482582,15539.59
Argentina,Germany,Undirected,41,,,0.009999999776482582,24367.21
Argentina,Japan,Undirected,51,,,0.009999999776482582,18175.43
Argentina,Netherlands,Undirected,58,,,0.009999999776482582,30732.13
Argentina,Paraguay,Undirected,62,,,0.019999999552965164,49567.18
Argentina,RussianFederation,Undirected,66,,,0.009999999776482582,19765.13
Argentina,Switzerland,Undirected,70,,,0.009999999776482582,18479.14
Argentina,UnitedKingdom,Undirected,74,,,0.019999999552965164,66805.09
Argentina,UnitedStates,Undirected,75,,,0.10999999940395355,311849
Argentina,Uruguay,Undirected,76,,,0.009999999776482582,42574.38
Armenia,RussianFederation,Undirected,90,,,0.019999999552965164,67363.13
Australia,Canada,Undirected,106,,,0.05000000074505806,140671.7
Australia,China,Undirected,107,,,0.07999999821186066,233112.9
Australia,ChinaHongKongSAR,Undirected,108,,,0.03999999910593033,104074.8
Australia,Denmark,Undirected,113,,,0.009999999776482582,17424.29
Australia,Malaysia,Undirected,127,,,0.009999999776482582,26517.31
Australia,UnitedKingdom,Undirected,156,,,0.019999999552965164,54615.53
Australia,UnitedStates,Undirected,157,,,0.07000000029802322,200389.8
Australia,VietNam,Undirected,160,,,0.029999999329447746,80176.82
Austria,Australia,Undirected,165,,,0.019999999552965164,45218.23
Austria,Belgium,Undirected,171,,,0.03999999910593033,113886.6
Austria,Brazil,Undirected,177,,,0.009999999776482582,31986.24
Austria,Chile,Undirected,183,,,0.009999999776482582,17427.14
Austria,Germany,Undirected,197,,,0.05999999865889549,189168.5
Austria,Hungary,Undirected,203,,,0.009999999776482582,23255.08
Austria,Kuwait,Undirected,217,,,0.009999999776482582,23946.09
Austria,Libya,Undirected,220,,,0.009999999776482582,24097.95
Austria,Netherlands,Undirected,232,,,0.019999999552965164,64073.3
Austria,Qatar,Undirected,239,,,0.009999999776482582,14888.76
Austria,SaudiArabia,Undirected,243,,,0.009999999776482582,16298.13
Austria,Slovakia,Undirected,248,,,0.009999999776482582,23073.31
