Source,Target,Type,id,label,timeset,weight,net_exp
Angola,Belgium,Undirected,51,,,0.009999999776482582,267451.3
Angola,UnitedArabEmirates,Undirected,60,,,0.009999999776482582,521588.9
Australia,UnitedKingdom,Undirected,243,,,0.009999999776482582,282993.7
Austria,Croatia,Undirected,286,,,0.009999999776482582,309752.5
Austria,France,Undirected,302,,,0.019999999552965164,784072.9
Austria,Germany,Undirected,307,,,0.009999999776482582,513247
Austria,Italy,Undirected,323,,,0.009999999776482582,429376.3
Austria,Poland,Undirected,365,,,0.009999999776482582,461959.8
Austria,Romania,Undirected,369,,,0.009999999776482582,425504
Austria,RussianFederation,Undirected,370,,,0.009999999776482582,395074.6
Austria,Slovenia,Undirected,380,,,0.009999999776482582,260675.3
Austria,Switzerland,Undirected,389,,,0.019999999552965164,1189905
Austria,UnitedKingdom,Undirected,403,,,0.009999999776482582,479869.5
Austria,UnitedStates,Undirected,404,,,0.019999999552965164,1098783
Bahrain,SaudiArabia,Undirected,479,,,0.009999999776482582,580693.4
Bahrain,UnitedStates,Undirected,496,,,0.009999999776482582,370117
Belgium,France,Undirected,692,,,0.11999999731779099,5652849
Belgium,Germany,Undirected,696,,,0.07000000029802322,3545924
Belgium,India,Undirected,704,,,0.09000000357627869,4118701
Belgium,Italy,Undirected,708,,,0.009999999776482582,660670.1
Belgium,Poland,Undirected,738,,,0.009999999776482582,312064.9
Belgium,Switzerland,Undirected,755,,,0.009999999776482582,315883.7
Belgium,UnitedKingdom,Undirected,765,,,0.03999999910593033,1774117
Botswana,Belgium,Undirected,868,,,0.009999999776482582,461638.2
Botswana,UnitedKingdom,Undirected,886,,,0.05999999865889549,3054003
Brazil,Argentina,Undirected,893,,,0.03999999910593033,1812568
Brazil,Bolivia,Undirected,904,,,0.009999999776482582,392323.3
Brazil,Colombia,Undirected,915,,,0.009999999776482582,412841.5
Brazil,Mexico,Undirected,957,,,0.009999999776482582,424803.8
Brazil,Netherlands,Undirected,963,,,0.05000000074505806,2286818
