source,target,weight
Lebanon,Libya,27.997
Lebanon,Lithuania,1569.526
Lebanon,Luxembourg,146.864
Lebanon,Madagascar,552.399
Lebanon,Malaysia,10279.527
Lebanon,Maldives,1.892
Lebanon,Mali,15.468
Lebanon,Malta,257.351
Lebanon,Mauritania,1265.134
Lebanon,Mauritius,48.054
Lebanon,Mexico,6376.992
Lebanon,Mongolia,0.489
Lebanon,Morocco,45659.867
Lebanon,Mozambique,700.579
Lebanon,Namibia,0.203
Lebanon,Netherlands,109799.37
Lebanon,NewZealand,8314.877
Lebanon,Nicaragua,48.886
Lebanon,Nigeria,315.211
Lebanon,Niue,0.002
Lebanon,Norway,5365.421
Lebanon,Oman,5370.324
Lebanon,Pakistan,3956.529
Lebanon,Paraguay,19085.469
Lebanon,Peru,2375.015
Lebanon,Philippines,6732.416
Lebanon,Poland,18473.261
Lebanon,Portugal,3268.504
Lebanon,Qatar,77.035
Lebanon,RepublicofMoldova,13968.177
Lebanon,Romania,62384.275
Lebanon,RussianFederation,84012.542
Lebanon,SaintKittsandNevis,0.052
Lebanon,SaudiArabia,57522.221
Lebanon,Senegal,1939.493
Lebanon,Serbia,277.411
Lebanon,SierraLeone,1838.976
Lebanon,Singapore,14020.49
Lebanon,Slovakia,866.883
Lebanon,Slovenia,533.628
Lebanon,Somalia,1.409
Lebanon,SouthAfrica,3206.015
Lebanon,Spain,128443.41
Lebanon,SriLanka,14764.534
Lebanon,StateofPalestine,5.325
Lebanon,Sudan,461.873
Lebanon,Suriname,1.501
Lebanon,Swaziland,2.684
Lebanon,Sweden,3246.21
Lebanon,Switzerland,12527.695
Lebanon,SyrianArabRepublic,9188.684
Lebanon,Thailand,59328.738
Lebanon,TFYRofMacedonia,30.152
Lebanon,Tokelau,0
Lebanon,Tunisia,8724.897
Lebanon,Turkey,150424.91
Lebanon,Uganda,1831.12
Lebanon,Ukraine,44928.272
Lebanon,UnitedArabEmirates,32535.869
Lebanon,UnitedKingdom,47942.15
Lebanon,TanzaniaUnitedRepublic,246.271
Lebanon,UnitedStates,81354.467
Lebanon,Uruguay,400.094
Lebanon,Uzbekistan,158.778
Lebanon,Venezuela,1.934
Lebanon,VietNam,26891.473
Lebanon,Yemen,367.221
Lebanon,Zambia,0.03
Lebanon,Zimbabwe,0.039
Lesotho,Belgium,492.322
Lesotho,Botswana,16.052
Lesotho,Canada,1.878
Lesotho,China,931.828
Lesotho,ChinaTaiwanProvince,18.638
Lesotho,CzechRepublic,29.988
Lesotho,Ethiopia,1.302
Lesotho,France,104.207
Lesotho,Germany,142.077
Lesotho,India,0.103
Lesotho,Italy,313.664
Lesotho,Malaysia,102.795
Lesotho,Mozambique,2.386
Lesotho,Poland,244.824
Lesotho,SaudiArabia,26.002
Lesotho,Senegal,3.451
Lesotho,SouthAfrica,252457.8
Lesotho,Swaziland,0.761
Lesotho,UnitedStates,14.024
Lesotho,Zimbabwe,0.024
Liberia,Algeria,9.374
Liberia,Argentina,1052.422
Liberia,Australia,273.527
Liberia,Austria,115.129
Liberia,Bahrain,96.241
Liberia,Belgium,3341.27
Liberia,Benin,2070.747
Liberia,Brazil,16355.589
Liberia,BurkinaFaso,256.23
Liberia,Canada,815.93
Liberia,Chile,259.081
Liberia,China,14167.246
Liberia,ChinaTaiwanProvince,9.483
Liberia,Colombia,341.704
Liberia,CotedIvoire,2685.787
Liberia,Croatia,473.814
Liberia,Cyprus,192.712
Liberia,CzechRepublic,20.554
Liberia,Denmark,1223.121
Liberia,DominicanRepublic,26.766
Liberia,Egypt,70.185
Liberia,Ethiopia,7.271
Liberia,Finland,638.528
Liberia,France,3265.916
Liberia,Germany,3663.832
Liberia,Ghana,184.931
Liberia,Greece,44.442
Liberia,Guinea,379.301
Liberia,Guyana,1.368
Liberia,Hungary,202.295
Liberia,India,100314.82
Liberia,Indonesia,1423.779
Liberia,Ireland,2876.483
Liberia,Israel,8.932
Liberia,Italy,2623.707
Liberia,Japan,1285.878
Liberia,Jordan,666.494
Liberia,Kenya,75.355
Liberia,KoreaRepublicof,2400.675
Liberia,Latvia,42.059
Liberia,Lebanon,3325.374
Liberia,Lithuania,77.171
Liberia,Malaysia,5499.733
Liberia,Mali,619.191
Liberia,Malta,251.405
Liberia,Mauritania,51069.694
Liberia,Montenegro,9.782
Liberia,Morocco,3412.25
Liberia,Mozambique,2.917
Liberia,Namibia,19.291
Liberia,Netherlands,18120.466
Liberia,NewZealand,727.448
Liberia,Nicaragua,4.294
Liberia,Nigeria,31.587
Liberia,Norway,87.221
Liberia,Oman,1038.067
Liberia,Pakistan,303.963
Liberia,Paraguay,475.303
Liberia,Peru,1990.914
Liberia,Poland,7860.733
Liberia,Portugal,574.18
Liberia,RepublicofMoldova,12.299
Liberia,Romania,107.558
Liberia,RussianFederation,843.692
Liberia,SaudiArabia,225.026
Liberia,Senegal,406.778
Liberia,Serbia,79.771
Liberia,Singapore,465.717
Liberia,Slovenia,37.977
Liberia,SouthAfrica,2470.078
Liberia,Spain,5584.739
Liberia,SriLanka,510.927
Liberia,Sweden,851.045
Liberia,SyrianArabRepublic,11.489
Liberia,Thailand,1784.746
Liberia,Togo,58.913
Liberia,Tunisia,101.061
Liberia,Turkey,5170.859
Liberia,Uganda,0.749
Liberia,Ukraine,316.123
Liberia,UnitedArabEmirates,4334.655
Liberia,UnitedKingdom,3095.457
Liberia,UnitedStates,22633.742
Liberia,Uruguay,90.753
Liberia,Zambia,0.052
Libya,Algeria,14061.512
Libya,Argentina,69944.968
Libya,Australia,2365.971
Libya,Austria,21265.505
Libya,Azerbaijan,1.507
Libya,Bahrain,659.045
Libya,Belgium,35222.229
Libya,Benin,38.515
Libya,Brazil,118450.37
Libya,Bulgaria,78058.119
Libya,Cameroon,13.685
Libya,Canada,747.867
Libya,Chile,3812.177
Libya,China,28185.711
Libya,Colombia,1173.825
Libya,CostaRica,3278.033
Libya,CotedIvoire,6.125
Libya,Croatia,6027.672
Libya,Cyprus,267.815
Libya,CzechRepublic,293.769
Libya,Denmark,20959.535
Libya,Ecuador,8351.755
Libya,Egypt,123907.32
Libya,Ethiopia,4191.4
Libya,France,62986.966
Libya,Georgia,392.55
Libya,Germany,140792.34
Libya,Ghana,525.321
Libya,Greece,5432.496
Libya,Guatemala,22885.177
Libya,Hungary,552.261
Libya,India,45737.041
Libya,Indonesia,4935.909
Libya,Ireland,8844.57
Libya,Italy,177991.81
Libya,Japan,302.049
Libya,Jordan,4328.728
Libya,Kazakhstan,1885.347
Libya,Kenya,63.183
Libya,KoreaRepublicof,1483.22
Libya,Kuwait,60.752
Libya,Latvia,8322.847
Libya,Lebanon,3928.29
Libya,Lithuania,7510.875
Libya,Luxembourg,149.666
Libya,Madagascar,272.521
Libya,Malaysia,4799.181
Libya,Malta,7357.097
Libya,Mexico,190.65
Libya,Morocco,18144.546
Libya,Namibia,869.571
Libya,Netherlands,110248.38
Libya,NewZealand,33442.485
Libya,Niger,885.875
Libya,Nigeria,38.577
Libya,Oman,28851.468
Libya,Pakistan,2563.744
Libya,Paraguay,10375.322
Libya,Peru,543.244
Libya,Philippines,1038.914
Libya,Poland,34417.971
Libya,Portugal,2667.806
Libya,Qatar,4.321
Libya,RepublicofMoldova,16.334
Libya,Romania,147279.46
Libya,RussianFederation,132061.05
Libya,SaudiArabia,13474.961
Libya,Senegal,207.7
Libya,Serbia,1721.883
Libya,Singapore,2590.98
Libya,Slovakia,647.361
Libya,Slovenia,875.782
Libya,SouthAfrica,2082.439
Libya,Spain,223839.67
Libya,SriLanka,32518.415
Libya,Sudan,28.507
Libya,Sweden,1161.411
Libya,Switzerland,16801.444
Libya,SyrianArabRepublic,13282.055
Libya,Thailand,77878.799
Libya,TFYRofMacedonia,208.535
Libya,Tunisia,257689.01
Libya,Turkey,155553.69
Libya,Ukraine,151909.32
Libya,UnitedArabEmirates,9935.418
Libya,UnitedKingdom,19889.718
Libya,UnitedStates,74411.976
Libya,Uruguay,3604.188
Libya,Yemen,300.717
Lithuania,Afghanistan,2.967
Lithuania,Albania,188.827
Lithuania,Algeria,81502.617
Lithuania,Argentina,30597.249
Lithuania,Armenia,28.605
Lithuania,Australia,1487.046
Lithuania,Austria,14565.903
Lithuania,Azerbaijan,5685.984
Lithuania,Belarus,36982.6
Lithuania,Belgium,103480.39
Lithuania,Bolivia,721.72
Lithuania,BosniaandHerzegovina,0.163
Lithuania,Brazil,31961.878
Lithuania,Bulgaria,5608.397
Lithuania,Cambodia,794.559
Lithuania,Canada,3967.666
Lithuania,Chile,12770.468
Lithuania,China,33141.317
Lithuania,ChinaHongKongSAR,526.721
Lithuania,ChinaTaiwanProvince,61.241
Lithuania,Colombia,460.469
Lithuania,CostaRica,3980.839
Lithuania,CotedIvoire,0.233
Lithuania,Croatia,1051.089
Lithuania,Cyprus,748.668
Lithuania,CzechRepublic,31990.793
Lithuania,Denmark,49238.797
Lithuania,Ecuador,6030
Lithuania,Egypt,5074.013
Lithuania,ElSalvador,59.917
Lithuania,Estonia,112100.08
Lithuania,Ethiopia,390.75
Lithuania,FaeroeIslands,1473.806
Lithuania,Finland,21858.605
Lithuania,France,39810.079
Lithuania,Georgia,2889.606
Lithuania,Germany,190191.8
Lithuania,Ghana,0.002
Lithuania,Greece,32064.953
Lithuania,Guatemala,1.128
Lithuania,Honduras,9.082
Lithuania,Hungary,36254.101
Lithuania,Iceland,17275.767
Lithuania,India,16728.969
Lithuania,Indonesia,4450.308
Lithuania,IranIslamicRepublic,5023.798
Lithuania,Ireland,1578.724
Lithuania,Israel,1964.289
Lithuania,Italy,73174.596
Lithuania,Japan,630.701
Lithuania,Jordan,293.706
Lithuania,Kazakhstan,11890.197
Lithuania,Kenya,38.13
Lithuania,KoreaRepublicof,887.054
Lithuania,Kyrgyzstan,240.653
Lithuania,LaoPeoplesDemRep,23.175
Lithuania,Latvia,285781.72
Lithuania,Lebanon,9.925
Lithuania,Luxembourg,50.816
Lithuania,Madagascar,0.172
Lithuania,Malaysia,838.039
Lithuania,Malta,8.109
Lithuania,Mauritania,223.478
Lithuania,Mexico,619.258
Lithuania,Mongolia,0.005
Lithuania,Morocco,2471.54
Lithuania,Mozambique,107.864
Lithuania,Namibia,146.203
Lithuania,Nepal,6.466
Lithuania,Netherlands,326013.95
Lithuania,NewZealand,1979.077
Lithuania,Nicaragua,4.811
Lithuania,Nigeria,163.925
Lithuania,Norway,278995.43
Lithuania,Pakistan,5831.457
Lithuania,Peru,2459.031
Lithuania,Philippines,1384.991
Lithuania,Poland,472027.76
Lithuania,Portugal,1279.877
Lithuania,RepublicofMoldova,1436.396
Lithuania,Romania,2781.177
Lithuania,RussianFederation,95901.956
Lithuania,SaudiArabia,430.491
Lithuania,Serbia,452.326
Lithuania,Singapore,2.513
Lithuania,Slovakia,6573.481
Lithuania,Slovenia,1271.869
Lithuania,SouthAfrica,3868.007
Lithuania,Spain,183542.13
Lithuania,SriLanka,2742.844
Lithuania,Sudan,4.781
Lithuania,Swaziland,92.192
Lithuania,Sweden,214036.01
Lithuania,Switzerland,4638.112
Lithuania,SyrianArabRepublic,0.094
Lithuania,Thailand,5317.639
Lithuania,TFYRofMacedonia,966.519
Lithuania,Tunisia,0.261
Lithuania,Turkey,19278.143
Lithuania,Turkmenistan,95.277
Lithuania,Ukraine,56043.905
Lithuania,UnitedArabEmirates,527.592
Lithuania,UnitedKingdom,16700.594
Lithuania,TanzaniaUnitedRepublic,510.459
Lithuania,UnitedStates,79637.854
Lithuania,Uruguay,1578.92
Lithuania,Uzbekistan,319.654
Lithuania,VietNam,14736.287
Lithuania,Zimbabwe,357.768
Luxembourg,Afghanistan,2.456
Luxembourg,Albania,1.301
Luxembourg,Algeria,0.261
Luxembourg,AmericanSamoa,1.671
Luxembourg,Argentina,569.17
Luxembourg,Armenia,5.206
Luxembourg,Austria,5131.947
Luxembourg,Azerbaijan,0.015
Luxembourg,Bahrain,5.558
Luxembourg,Bangladesh,781.765
Luxembourg,Belgium,667851.87
Luxembourg,Bermuda,0.008
Luxembourg,Bolivia,64.221
Luxembourg,BosniaandHerzegovina,13.353
Luxembourg,Botswana,0.11
Luxembourg,Brazil,463.821
Luxembourg,Bulgaria,1.442
Luxembourg,BurkinaFaso,6.719
Luxembourg,CaboVerde,0.917
Luxembourg,Cambodia,0.169
Luxembourg,Cameroon,4.617
Luxembourg,Canada,95.031
Luxembourg,Chile,2396.453
Luxembourg,China,523.331
Luxembourg,Congo,0.011
Luxembourg,CookIslands,0.021
Luxembourg,CostaRica,4.844
Luxembourg,CotedIvoire,211.322
Luxembourg,Croatia,3.032
Luxembourg,Cuba,0.649
Luxembourg,CzechRepublic,855.665
Luxembourg,DemRepoftheCongo,3.006
Luxembourg,Denmark,9620.324
Luxembourg,DominicanRepublic,134.776
Luxembourg,Egypt,736.738
Luxembourg,ElSalvador,0.297
Luxembourg,Estonia,11.53
Luxembourg,Ethiopia,11.252
Luxembourg,Finland,83.847
Luxembourg,France,458961.51
Luxembourg,FrenchPolynesia,1
Luxembourg,Germany,322937.7
Luxembourg,Ghana,70.711
Luxembourg,Greece,27852.012
Luxembourg,Guatemala,11.274
Luxembourg,Honduras,29.86
Luxembourg,Hungary,394.889
Luxembourg,Iceland,485.512
Luxembourg,India,11.012
Luxembourg,Indonesia,5.54
Luxembourg,IranIslamicRepublic,136.124
Luxembourg,Iraq,0.013
Luxembourg,Ireland,4224.858
Luxembourg,Israel,5.41
Luxembourg,Italy,77645.624
Luxembourg,Jamaica,1.738
Luxembourg,Japan,1.851
Luxembourg,Kenya,649.437
Luxembourg,KoreaDemPeoples,4.966
Luxembourg,KoreaRepublicof,0.013
Luxembourg,Kyrgyzstan,0.033
Luxembourg,Latvia,136.514
Luxembourg,Lebanon,1.055
Luxembourg,Madagascar,33.923
Luxembourg,Maldives,0.162
Luxembourg,Malta,1.812
Luxembourg,Mauritania,0.335
Luxembourg,Mauritius,1.196
Luxembourg,Mexico,302.143
Luxembourg,Montenegro,7.347
Luxembourg,Morocco,419.142
Luxembourg,Mozambique,16.563
Luxembourg,Namibia,70.806
Luxembourg,Netherlands,110274.91
Luxembourg,Niger,2.649
Luxembourg,Nigeria,3.605
Luxembourg,Norway,185.756
Luxembourg,Oman,0.066
Luxembourg,Panama,1871.631
Luxembourg,Paraguay,791.423
Luxembourg,Peru,10.182
Luxembourg,Poland,7621.791
Luxembourg,Portugal,23958.985
Luxembourg,RepublicofMoldova,2.511
Luxembourg,Romania,219.704
Luxembourg,SaudiArabia,0.224
Luxembourg,Senegal,233.531
Luxembourg,Serbia,40.538
Luxembourg,Singapore,19.898
Luxembourg,Slovakia,1045.923
Luxembourg,Slovenia,3253.846
Luxembourg,Somalia,0.103
Luxembourg,SouthAfrica,594.148
Luxembourg,Spain,12973.234
Luxembourg,SriLanka,9.722
Luxembourg,Sweden,1489.686
Luxembourg,Switzerland,5614.343
Luxembourg,SyrianArabRepublic,0.131
Luxembourg,Tajikistan,0.014
Luxembourg,Thailand,482.746
Luxembourg,Togo,1.222
Luxembourg,TrinidadandTobago,0.05
Luxembourg,Tunisia,1.057
Luxembourg,Turkey,72.405
Luxembourg,Uganda,175.244
Luxembourg,Ukraine,1.646
Luxembourg,UnitedArabEmirates,38.936
Luxembourg,UnitedKingdom,5761.155
Luxembourg,TanzaniaUnitedRepublic,101.347
Luxembourg,UnitedStates,21823.392
Luxembourg,Venezuela,16.639
Luxembourg,VietNam,355.407
Luxembourg,Yemen,0.007
Luxembourg,Zimbabwe,0.605
Madagascar,AntiguaandBarbuda,0.068
Madagascar,Argentina,4229.521
Madagascar,Australia,55.276
Madagascar,Bangladesh,8.096
Madagascar,Belgium,6342.153
Madagascar,Benin,11.657
Madagascar,Brazil,18867.226
Madagascar,BurkinaFaso,0.343
Madagascar,Cameroon,0.054
Madagascar,Canada,25.225
Madagascar,China,4554.772
Madagascar,ChinaHongKongSAR,184.482
Madagascar,ChinaTaiwanProvince,2.564
Madagascar,Colombia,42.143
Madagascar,Comoros,141.608
Madagascar,Cuba,20.989
Madagascar,Cyprus,19.81
Madagascar,Denmark,374.874
Madagascar,Djibouti,135.397
Madagascar,Ethiopia,133.898
Madagascar,France,30072.221
Madagascar,Germany,1021.192
Madagascar,Ghana,185.445
Madagascar,Guinea,5.469
Madagascar,Hungary,148.723
Madagascar,India,36214.023
Madagascar,Indonesia,3841.887
Madagascar,IranIslamicRepublic,668.765
Madagascar,Italy,2069.992
Madagascar,Kenya,555.053
Madagascar,KoreaRepublicof,1.491
Madagascar,Kuwait,5954.113
Madagascar,Latvia,469.874
Madagascar,Lebanon,0.135
Madagascar,Luxembourg,0.073
Madagascar,Malaysia,8673.109
Madagascar,Malta,5.728
Madagascar,Mauritania,0.168
Madagascar,Mauritius,32203.01
Madagascar,Morocco,666.008
Madagascar,Mozambique,34.183
Madagascar,Namibia,9.743
Madagascar,Netherlands,1093.634
Madagascar,NewZealand,1013.083
Madagascar,Nigeria,1266.178
Madagascar,Oman,3.878
Madagascar,Pakistan,52723.751
Madagascar,Philippines,12.122
Madagascar,Poland,209.507
Madagascar,Portugal,15.553
Madagascar,Romania,64.998
Madagascar,SaudiArabia,351.284
Madagascar,Senegal,0.005
Madagascar,Seychelles,9442.003
Madagascar,SierraLeone,0.546
Madagascar,Singapore,97.206
Madagascar,Slovenia,88.465
Madagascar,SouthAfrica,10727.758
Madagascar,Spain,12348.513
Madagascar,SriLanka,4.274
Madagascar,Swaziland,3105.172
Madagascar,Sweden,23.008
Madagascar,Switzerland,2778.609
Madagascar,SyrianArabRepublic,0.359
Madagascar,Thailand,13293.036
Madagascar,Tunisia,1160.892
Madagascar,Turkey,22608.888
Madagascar,Uganda,37.873
Madagascar,Ukraine,114.975
Madagascar,UnitedArabEmirates,987.054
Madagascar,UnitedKingdom,196.03
Madagascar,TanzaniaUnitedRepublic,1.273
Madagascar,UnitedStates,3679.069
Madagascar,Uruguay,79.879
Madagascar,Zambia,23.808
Madagascar,Zimbabwe,0.166
Malawi,Angola,0.071
Malawi,Australia,12787.372
Malawi,Belgium,690.926
Malawi,Botswana,24.76
Malawi,Brazil,34.603
Malawi,Canada,9886.647
Malawi,China,325.621
Malawi,ChinaHongKongSAR,2.326
Malawi,ChinaTaiwanProvince,1.405
Malawi,Colombia,17.428
Malawi,Denmark,2593.662
Malawi,Egypt,974.947
Malawi,Ethiopia,36.751
Malawi,France,308.875
Malawi,Germany,6523.46
Malawi,Ghana,5.022
Malawi,India,1218.527
Malawi,Indonesia,328.625
Malawi,Ireland,3095.892
Malawi,Italy,305.959
Malawi,Kenya,5322.12
Malawi,KoreaRepublicof,6.915
Malawi,Lebanon,36.851
Malawi,Malaysia,1235.429
Malawi,Mauritius,76.467
Malawi,Mozambique,3093.463
Malawi,Namibia,82.714
Malawi,Netherlands,1089.076
Malawi,NewZealand,70.733
Malawi,Nigeria,0.431
Malawi,Oman,1.398
Malawi,Pakistan,240.786
Malawi,Poland,0.461
Malawi,RussianFederation,20832.893
Malawi,Rwanda,10.441
Malawi,SaudiArabia,30.253
Malawi,SouthAfrica,28802.63
Malawi,Spain,0.889
Malawi,SriLanka,0.03
Malawi,Swaziland,907.533
Malawi,SyrianArabRepublic,0.676
Malawi,Thailand,26.226
Malawi,Turkey,903.352
Malawi,Uganda,66.863
Malawi,Ukraine,912.263
Malawi,UnitedArabEmirates,459.306
Malawi,UnitedKingdom,448.936
Malawi,TanzaniaUnitedRepublic,8789.811
Malawi,UnitedStates,1723.849
Malawi,Zambia,28081.263
Malawi,Zimbabwe,7002.949
Malaysia,Afghanistan,0.585
Malaysia,Algeria,177.737
Malaysia,Angola,15.172
Malaysia,AntiguaandBarbuda,0.076
Malaysia,Argentina,718270.59
Malaysia,Aruba,2.644
Malaysia,Australia,725430.34
Malaysia,Austria,1312.253
Malaysia,Azerbaijan,2.328
Malaysia,Bahrain,843.514
Malaysia,Bangladesh,21778.366
Malaysia,Belgium,51285.895
Malaysia,Belize,8.844
Malaysia,Benin,4169.894
Malaysia,Bhutan,10.411
Malaysia,Bolivia,304.041
Malaysia,Brazil,650122.01
Malaysia,BritishVirginIslands,1.383
Malaysia,BruneiDarussalam,3667.077
Malaysia,Bulgaria,1573.574
Malaysia,BurkinaFaso,357.875
Malaysia,Cambodia,38548.97
Malaysia,Cameroon,42015.622
Malaysia,Canada,61758.142
Malaysia,Chile,23766.049
Malaysia,China,2244099.7
Malaysia,ChinaHongKongSAR,23868.702
Malaysia,ChinaMacaoSAR,187.409
Malaysia,ChinaTaiwanProvince,80053.499
Malaysia,Colombia,12149.685
Malaysia,Comoros,57.109
Malaysia,Congo,69.04
Malaysia,CostaRica,85.432
Malaysia,CotedIvoire,190283.45
Malaysia,Croatia,67.767
Malaysia,Cuba,69.693
Malaysia,Cyprus,526.06
Malaysia,CzechRepublic,8481.127
Malaysia,Denmark,45859.204
Malaysia,DominicanRepublic,1897.879
Malaysia,Ecuador,62523.907
Malaysia,Egypt,12324.65
Malaysia,ElSalvador,11046.694
Malaysia,Eritrea,17.842
Malaysia,Estonia,763.183
Malaysia,Ethiopia,224.313
Malaysia,FalklandIslands,649.711
Malaysia,Fiji,18.459
Malaysia,Finland,10218.725
Malaysia,France,92132.59
Malaysia,FrenchPolynesia,0.053
Malaysia,Georgia,133.443
Malaysia,Germany,105252.04
Malaysia,Ghana,176231.86
Malaysia,Greece,459.102
Malaysia,Guam,2.023
Malaysia,Guatemala,47266.881
Malaysia,Guinea,1329.842
Malaysia,Guyana,40.111
Malaysia,Honduras,22.185
Malaysia,Hungary,2463.765
Malaysia,Iceland,25.519
Malaysia,India,815783.59
Malaysia,Indonesia,829486.36
Malaysia,IranIslamicRepublic,12476.014
Malaysia,Iraq,71.799
Malaysia,Ireland,46656.407
Malaysia,Israel,2158.013
Malaysia,Italy,40329.413
Malaysia,Jamaica,1056.186
Malaysia,Japan,53585.802
Malaysia,Jordan,425.758
Malaysia,Kazakhstan,0.086
Malaysia,Kenya,1613.618
Malaysia,KoreaDemPeoples,4.7
Malaysia,KoreaRepublicof,63121.737
Malaysia,Kuwait,354.567
Malaysia,Kyrgyzstan,1.15
Malaysia,LaoPeoplesDemRep,0.944
Malaysia,Latvia,2144.063
Malaysia,Lebanon,735.18
Malaysia,Liberia,132.171
Malaysia,Libya,101.027
Malaysia,Lithuania,3798.844
Malaysia,Luxembourg,2035.313
Malaysia,Madagascar,8198.92
Malaysia,Malawi,1194.155
Malaysia,Maldives,50.708
Malaysia,Mali,274.219
Malaysia,Malta,35.113
Malaysia,Mauritania,19.168
Malaysia,Mauritius,2094.05
Malaysia,Mexico,1787.281
Malaysia,Mongolia,9.834
Malaysia,Morocco,121.715
Malaysia,Mozambique,4.997
Malaysia,Myanmar,68160.519
Malaysia,Namibia,241.258
Malaysia,Nepal,757.822
Malaysia,Netherlands,213845.08
Malaysia,NewCaledonia,5.115
Malaysia,NewZealand,523216.43
Malaysia,Nicaragua,94.197
Malaysia,Niger,83.944
Malaysia,Nigeria,39577.617
Malaysia,Norway,17830.298
Malaysia,Oman,4501.345
Malaysia,Pakistan,105874.95
Malaysia,Panama,120.271
Malaysia,PapuaNewGuinea,34524.609
Malaysia,Paraguay,17915.579
Malaysia,Peru,4116.146
Malaysia,Philippines,84462.956
Malaysia,Poland,20739.685
Malaysia,Portugal,186.924
Malaysia,Qatar,106.405
Malaysia,RepublicofMoldova,3561.412
Malaysia,Romania,12.371
Malaysia,RussianFederation,8332.283
Malaysia,Rwanda,3.169
Malaysia,Samoa,38.478
Malaysia,SaudiArabia,6358.25
Malaysia,Senegal,234.669
Malaysia,Serbia,16.711
Malaysia,Seychelles,1.752
Malaysia,SierraLeone,43.727
Malaysia,Singapore,697829.79
Malaysia,Slovakia,10.001
Malaysia,Slovenia,145.156
Malaysia,SolomonIslands,5943.803
Malaysia,SouthAfrica,90382.194
Malaysia,Spain,27764.601
Malaysia,SriLanka,11512.744
Malaysia,StateofPalestine,169.724
Malaysia,Sudan,1.045
Malaysia,Suriname,4.722
Malaysia,Swaziland,25.705
Malaysia,Sweden,7437.038
Malaysia,Switzerland,17780.408
Malaysia,SyrianArabRepublic,31.786
Malaysia,Thailand,786133.83
Malaysia,TFYRofMacedonia,14.969
Malaysia,TimorLeste,0.434
Malaysia,Togo,204.696
Malaysia,Tokelau,0
Malaysia,Tunisia,15740.99
Malaysia,Turkey,29544.439
Malaysia,Turkmenistan,33.057
Malaysia,Uganda,14539.945
Malaysia,Ukraine,16556.304
Malaysia,UnitedArabEmirates,19588.863
Malaysia,UnitedKingdom,61055.06
Malaysia,TanzaniaUnitedRepublic,12302.826
Malaysia,UnitedStates,609171.4
Malaysia,Uruguay,1344.345
Malaysia,Uzbekistan,10.636
Malaysia,Vanuatu,1065.201
Malaysia,Venezuela,2833.434
Malaysia,VietNam,490983.54
Malaysia,Yemen,446.012
Malaysia,Zambia,1.767
Malaysia,Zimbabwe,1.792
Maldives,Argentina,519.768
Maldives,Australia,8651.525
Maldives,Austria,206.614
Maldives,Bahamas,2.584
Maldives,Bahrain,2685.034
Maldives,Belarus,0.7
Maldives,Belgium,1892.886
Maldives,Brazil,12184.738
Maldives,Bulgaria,23.918
Maldives,Canada,31.641
Maldives,China,4203.669
Maldives,ChinaHongKongSAR,2.463
Maldives,ChinaTaiwanProvince,55.409
Maldives,Croatia,21.634
Maldives,Cyprus,354.7
Maldives,Denmark,1771.065
Maldives,Egypt,1720.066
Maldives,France,4946.81
Maldives,Germany,6404.016
Maldives,Greece,316.507
Maldives,Hungary,29.502
Maldives,India,50311.583
Maldives,Indonesia,4153.812
Maldives,IranIslamicRepublic,4.653
Maldives,Ireland,0.033
Maldives,Italy,4419.724
Maldives,Japan,4.702
Maldives,Jordan,15.078
Maldives,Kenya,9.34
Maldives,KoreaRepublicof,58.755
Maldives,Latvia,10.199
Maldives,Lebanon,28.901
Maldives,Malaysia,21384.011
Maldives,Malta,398.211
Maldives,Mauritius,10.245
Maldives,Morocco,79.348
Maldives,Netherlands,5212.588
Maldives,NewZealand,1512.567
Maldives,Oman,6356.779
Maldives,Pakistan,4826.552
Maldives,Philippines,229.285
Maldives,Poland,407.518
Maldives,Portugal,41.244
Maldives,Qatar,651.095
Maldives,RepublicofMoldova,15.506
Maldives,RussianFederation,31.625
Maldives,SaudiArabia,950.918
Maldives,Seychelles,14.349
Maldives,Singapore,12518.004
Maldives,Slovakia,9.39
Maldives,SouthAfrica,1292.46
Maldives,Spain,671.129
Maldives,SriLanka,33430.6
Maldives,Switzerland,1271.45
Maldives,Thailand,14872.984
Maldives,TFYRofMacedonia,11.167
Maldives,Tunisia,70.844
Maldives,Turkey,4379.543
Maldives,UnitedArabEmirates,70469.844
Maldives,UnitedKingdom,1352.378
Maldives,UnitedStates,771.802
Maldives,Uruguay,47.857
Mali,Algeria,2.743
Mali,Argentina,846.418
Mali,Australia,37.861
Mali,Belgium,11153.599
Mali,Benin,77.845
Mali,Botswana,0.803
Mali,Brazil,5953.718
Mali,Bulgaria,41.75
Mali,BurkinaFaso,9718.026
Mali,Cambodia,511.685
Mali,Cameroon,33.213
Mali,Canada,1614.18
Mali,CentralAfricanRepublic,0.064
Mali,China,39168.684
Mali,ChinaHongKongSAR,8.062
Mali,Congo,0.633
Mali,CotedIvoire,55845.462
Mali,Cyprus,69.265
Mali,CzechRepublic,18.221
Mali,Denmark,403.716
Mali,Egypt,1590.488
Mali,ElSalvador,43.032
Mali,Ethiopia,340.962
Mali,France,85145.08
Mali,Gabon,23.808
Mali,Gambia,842.883
Mali,Germany,11534.503
Mali,Ghana,165.377
Mali,Greece,288.227
Mali,Guinea,1258.552
Mali,Hungary,104.53
Mali,India,4872.565
Mali,Indonesia,718.596
Mali,Ireland,24045.15
Mali,Italy,1614.341
Mali,Jordan,7.528
