source,target,weight
Afghanistan,Argentina,141.758
Afghanistan,Australia,740.741
Afghanistan,Austria,602.867
Afghanistan,Azerbaijan,111329.88
Afghanistan,Bahrain,519.97
Afghanistan,Bangladesh,1571.064
Afghanistan,Belgium,2511.498
Afghanistan,Brazil,6492.829
Afghanistan,Bulgaria,212.412
Afghanistan,Canada,75.751
Afghanistan,China,19395.747
Afghanistan,CostaRica,31.223
Afghanistan,CzechRepublic,0.88
Afghanistan,Denmark,1724.899
Afghanistan,DominicanRepublic,102.544
Afghanistan,Egypt,182.996
Afghanistan,Finland,8.981
Afghanistan,France,8999.303
Afghanistan,Germany,3719.028
Afghanistan,Guatemala,216.335
Afghanistan,Guyana,5.446
Afghanistan,Hungary,481.681
Afghanistan,India,34416.832
Afghanistan,Indonesia,1773.92
Afghanistan,Ireland,3322.838
Afghanistan,Italy,169.189
Afghanistan,Japan,968.829
Afghanistan,Jordan,376.006
Afghanistan,Kazakhstan,109137.56
Afghanistan,Kenya,110829.45
Afghanistan,KoreaRepublicof,116.665
Afghanistan,Kyrgyzstan,370.663
Afghanistan,Latvia,1434.697
Afghanistan,Lebanon,71.648
Afghanistan,Lithuania,1843.008
Afghanistan,Malaysia,30.961
Afghanistan,Mexico,40.601
Afghanistan,Mozambique,0.928
Afghanistan,Netherlands,17351.394
Afghanistan,NewZealand,229.495
Afghanistan,Norway,106.856
Afghanistan,Oman,53.143
Afghanistan,Pakistan,1068161.7
Afghanistan,Philippines,345.48
Afghanistan,Poland,2949.565
Afghanistan,Portugal,0.274
Afghanistan,RussianFederation,683.773
Afghanistan,SaudiArabia,966.002
Afghanistan,Senegal,88.43
Afghanistan,Singapore,241.17
Afghanistan,Spain,970.387
Afghanistan,SriLanka,38.654
Afghanistan,Switzerland,568.275
Afghanistan,SyrianArabRepublic,6.626
Afghanistan,Thailand,331.346
Afghanistan,TFYRofMacedonia,16.006
Afghanistan,Tunisia,8.826
Afghanistan,Turkey,9675.11
Afghanistan,Ukraine,744.723
Afghanistan,UnitedArabEmirates,15269.995
Afghanistan,UnitedKingdom,37.437
Afghanistan,UnitedStates,32376.667
Afghanistan,Uruguay,193.165
Albania,Algeria,14824.538
Albania,AntiguaandBarbuda,1.459
Albania,Argentina,4578.189
Albania,Australia,303.702
Albania,Austria,4119.92
Albania,Bahrain,8.373
Albania,Bangladesh,99.692
Albania,Belgium,3327.176
Albania,BosniaandHerzegovina,1690.141
Albania,Brazil,36063.523
Albania,Bulgaria,10215.707
Albania,Cameroon,56.082
Albania,Canada,3683.894
Albania,CentralAfricanRepublic,3.813
Albania,Chile,28.808
Albania,China,8244.712
Albania,ChinaHongKongSAR,55.896
Albania,Colombia,152.866
Albania,Comoros,5.115
Albania,CostaRica,27.033
Albania,CotedIvoire,46.266
Albania,Croatia,22174.183
Albania,Cuba,16.215
Albania,Cyprus,18.226
Albania,CzechRepublic,449.236
Albania,Denmark,508.066
Albania,DominicanRepublic,5.271
Albania,Ecuador,11801.375
Albania,Egypt,2017.808
Albania,Estonia,2.842
Albania,Ethiopia,101.206
Albania,France,3643.914
Albania,Germany,18480.208
Albania,Greece,70885.446
Albania,Guatemala,68.26
Albania,Guinea,0.502
Albania,Hungary,3884.753
Albania,India,3321.429
Albania,Indonesia,505.242
Albania,IranIslamicRepublic,617.196
Albania,Ireland,790.675
Albania,Italy,100861.03
Albania,Jordan,0.576
Albania,KoreaRepublicof,187.301
Albania,Kuwait,146.538
Albania,Kyrgyzstan,244.501
Albania,Latvia,40.549
Albania,Lithuania,1312.138
Albania,Madagascar,1.807
Albania,Malaysia,447.706
Albania,Malta,2.676
Albania,Mauritania,17.09
Albania,Mexico,2608.152
Albania,Montenegro,2373.862
Albania,Morocco,2932.487
Albania,Netherlands,7971.351
Albania,NewZealand,95.006
Albania,Niger,9.674
Albania,Pakistan,1589.092
Albania,Panama,1153.567
Albania,Paraguay,1764.555
Albania,Peru,111.67
Albania,Philippines,104
Albania,Poland,6554.759
Albania,Portugal,955.742
Albania,RepublicofMoldova,13.253
Albania,Romania,9558.277
Albania,RussianFederation,27837.386
Albania,Senegal,1703.312
Albania,Serbia,33844.955
Albania,Singapore,59.551
Albania,Slovakia,458.012
Albania,Slovenia,6849.992
Albania,SouthAfrica,339.554
Albania,Spain,11894.716
Albania,SriLanka,8687.425
Albania,Sweden,93.928
Albania,Switzerland,82.005
Albania,SyrianArabRepublic,32.372
Albania,Thailand,2681.833
Albania,TFYRofMacedonia,12206.633
Albania,Tunisia,107.289
Albania,Turkey,26921.879
Albania,Uganda,217.418
Albania,Ukraine,1625.105
Albania,UnitedArabEmirates,59.475
Albania,UnitedKingdom,1953.287
Albania,UnitedStates,8811.473
Albania,Uruguay,32.911
Albania,Venezuela,0.637
Algeria,Afghanistan,9.319
Algeria,Albania,39.558
Algeria,Angola,21.659
Algeria,AntiguaandBarbuda,0.481
Algeria,Argentina,1084585.9
Algeria,Armenia,115.995
Algeria,Australia,7259.422
Algeria,Austria,7529.965
Algeria,Bahrain,102.84
Algeria,Belgium,185249.73
Algeria,Belize,7.839
Algeria,BosniaandHerzegovina,1649.703
Algeria,Brazil,796312.52
Algeria,Bulgaria,7723.593
Algeria,BurkinaFaso,77.499
Algeria,CaboVerde,28.581
Algeria,Cameroon,1055.868
Algeria,Canada,375119.6
Algeria,CentralAfricanRepublic,2.412
Algeria,Chile,3356.96
Algeria,China,167728.47
Algeria,ChinaTaiwanProvince,99.223
Algeria,Colombia,6604.696
Algeria,Comoros,62.332
Algeria,Congo,34.845
Algeria,CostaRica,11.395
Algeria,CotedIvoire,90405.938
Algeria,CzechRepublic,2098.409
Algeria,Denmark,13222.938
Algeria,DominicanRepublic,4.06
Algeria,Ecuador,8944.828
Algeria,Egypt,84749.926
Algeria,Estonia,29555.658
Algeria,Ethiopia,158.776
Algeria,Finland,0.046
Algeria,France,1496685.9
Algeria,Germany,335431.42
Algeria,Ghana,1323.749
Algeria,Greece,6661.576
Algeria,Grenada,1.995
Algeria,Guatemala,3320.232
Algeria,Guinea,541.677
Algeria,Honduras,1226.502
Algeria,Hungary,2513.681
Algeria,India,184749.33
Algeria,Indonesia,70142.023
Algeria,IranIslamicRepublic,3544.408
Algeria,Iraq,134.147
Algeria,Ireland,41718.241
Algeria,Italy,98506.829
Algeria,Jordan,2174.153
Algeria,Kenya,23.349
Algeria,KoreaRepublicof,1916.194
Algeria,Kuwait,458.844
Algeria,Kyrgyzstan,4054.062
Algeria,Latvia,99683.184
Algeria,Lebanon,4714.947
Algeria,Lesotho,0.397
Algeria,Libya,1.592
Algeria,Lithuania,9406.007
Algeria,Luxembourg,1.311
Algeria,Madagascar,3242.412
Algeria,Malawi,0.285
Algeria,Malaysia,18973.206
Algeria,Maldives,49.962
Algeria,Mali,999.733
Algeria,Malta,6.932
Algeria,Mauritania,353.191
Algeria,Mexico,154822.56
Algeria,Morocco,27489.164
Algeria,Namibia,53.689
Algeria,Netherlands,201700.05
Algeria,NewZealand,356258.66
Algeria,Niger,403.633
Algeria,Nigeria,96.316
Algeria,Oman,116.702
Algeria,Pakistan,4093.989
Algeria,Paraguay,47657.032
Algeria,Peru,1516.806
Algeria,Philippines,4244.75
Algeria,Poland,149329.45
Algeria,Portugal,3759.527
Algeria,RepublicofMoldova,115.188
Algeria,Romania,23738.05
Algeria,RussianFederation,14164.817
Algeria,SaudiArabia,6666.71
Algeria,Senegal,689.991
Algeria,Serbia,280.816
Algeria,Seychelles,14.241
Algeria,Singapore,1442.075
Algeria,Slovakia,57.155
Algeria,Somalia,0.01
Algeria,SouthAfrica,4593.503
Algeria,Spain,298920.86
Algeria,SriLanka,179.826
Algeria,StateofPalestine,15.067
Algeria,Sweden,81563.569
Algeria,Switzerland,20186.065
Algeria,SyrianArabRepublic,773.269
Algeria,Tajikistan,9501.692
Algeria,Thailand,54508.87
Algeria,TFYRofMacedonia,551.987
Algeria,Togo,161.034
Algeria,Tunisia,31652.547
Algeria,Turkey,102238.17
Algeria,Uganda,2984.793
Algeria,Ukraine,43429.682
Algeria,UnitedArabEmirates,14852.427
Algeria,UnitedKingdom,52728.431
Algeria,TanzaniaUnitedRepublic,1682.378
Algeria,UnitedStates,124959.98
Algeria,Uruguay,44830.423
Algeria,Yemen,13.15
Algeria,Zimbabwe,0.376
AmericanSamoa,Australia,4689.212
AmericanSamoa,Brazil,32.868
AmericanSamoa,Canada,224.222
AmericanSamoa,ChinaHongKongSAR,93.217
AmericanSamoa,Fiji,21905.187
AmericanSamoa,France,1.508
AmericanSamoa,FrenchPolynesia,41.433
AmericanSamoa,Germany,21.355
AmericanSamoa,India,9.044
AmericanSamoa,Indonesia,106.952
AmericanSamoa,Kiribati,5.139
AmericanSamoa,KoreaRepublicof,9524.086
AmericanSamoa,Malaysia,166.548
AmericanSamoa,Namibia,128.16
AmericanSamoa,Nepal,55.25
AmericanSamoa,NewZealand,7228.657
AmericanSamoa,Philippines,1624.81
AmericanSamoa,Poland,48.46
AmericanSamoa,Samoa,883.641
AmericanSamoa,Senegal,5.869
AmericanSamoa,Singapore,59.299
AmericanSamoa,Tonga,1044.443
AmericanSamoa,Turkey,40.706
AmericanSamoa,UnitedKingdom,75.724
Andorra,Austria,44.653
Andorra,Belgium,236.726
Andorra,Botswana,2.562
Andorra,Denmark,416.978
Andorra,ElSalvador,26.159
Andorra,Ethiopia,2.425
Andorra,France,28149.693
Andorra,Germany,982.316
Andorra,Hungary,18.17
Andorra,Italy,177.312
Andorra,Lebanon,0.496
Andorra,Malawi,0.045
Andorra,Malaysia,14.095
Andorra,Mali,2.228
Andorra,Namibia,11.808
Andorra,Nepal,86.03
Andorra,Netherlands,3785.844
Andorra,Nicaragua,1.848
Andorra,Nigeria,510.856
Andorra,Palau,0.974
Andorra,Portugal,209.386
Andorra,Senegal,1.145
Andorra,Singapore,1.039
Andorra,Spain,152050.97
Andorra,Switzerland,1480.744
Andorra,TFYRofMacedonia,5.066
Andorra,UnitedKingdom,56.203
Andorra,Yemen,0.404
Angola,Algeria,83.546
Angola,Argentina,37810.998
Angola,Australia,2254.329
Angola,Austria,277.797
Angola,Belgium,71541.231
Angola,Botswana,293.27
Angola,Brazil,375622.05
Angola,Bulgaria,25.524
Angola,CaboVerde,0.114
Angola,Cambodia,153.536
Angola,Cameroon,21.512
Angola,Canada,32090.679
Angola,Chile,1175.406
Angola,China,57699.393
Angola,ChinaHongKongSAR,26.03
Angola,ChinaTaiwanProvince,0.683
Angola,Colombia,5206.001
Angola,Congo,50.881
Angola,CostaRica,266.128
Angola,CotedIvoire,534.235
Angola,Croatia,223.433
Angola,Cyprus,94.279
Angola,CzechRepublic,0.182
Angola,Denmark,190.964
Angola,Ecuador,204.54
Angola,Egypt,13082.34
Angola,Ethiopia,210.756
Angola,France,59777.541
Angola,Gabon,749.307
Angola,Georgia,3029.136
Angola,Germany,13049.833
Angola,Ghana,771.158
Angola,Greece,88.641
Angola,Guinea,14.986
Angola,Hungary,800.444
Angola,India,94925.282
Angola,Indonesia,13889.731
Angola,Ireland,6829.468
Angola,Italy,32907.599
Angola,Jordan,151.968
Angola,Kenya,305.819
Angola,KoreaRepublicof,1698.784
Angola,Latvia,11622.741
Angola,Lebanon,1611.084
Angola,Lithuania,821.735
Angola,Luxembourg,0.038
Angola,Malawi,1.902
Angola,Malaysia,25966.546
Angola,Malta,3552.529
Angola,Mauritius,178.628
Angola,Mexico,5266.144
Angola,Morocco,31355.272
Angola,Mozambique,14.327
Angola,Namibia,52929.88
Angola,Netherlands,111855.43
Angola,NewZealand,21878.965
Angola,Nigeria,2.207
Angola,Norway,12662.485
Angola,Oman,13354.392
Angola,Pakistan,16924.766
Angola,Paraguay,18718.815
Angola,Peru,575.462
Angola,Poland,3207.004
Angola,Portugal,355864.71
Angola,Romania,244.036
Angola,RussianFederation,6.609
Angola,SaoTomeandPricipe,116.584
Angola,SaudiArabia,873.584
Angola,Senegal,208.382
Angola,Serbia,64.158
Angola,Singapore,40.344
Angola,SouthAfrica,125399.44
Angola,Spain,21129.349
Angola,SriLanka,1601.678
Angola,Sweden,1270.4
Angola,Switzerland,566.806
Angola,SyrianArabRepublic,5.509
Angola,Thailand,143489.33
Angola,Togo,19.865
Angola,Tunisia,1711.264
Angola,Turkey,114450.04
Angola,Uganda,0.114
Angola,Ukraine,667.131
Angola,UnitedArabEmirates,21128.397
Angola,UnitedKingdom,12624.373
Angola,TanzaniaUnitedRepublic,185.087
Angola,UnitedStates,124716.14
Angola,Uruguay,5759.996
Angola,Yemen,21.678
Angola,Zambia,574.444
Angola,Zimbabwe,105.802
Anguilla,AntiguaandBarbuda,0.012
Anguilla,Barbados,410.223
Anguilla,Belgium,166.428
Anguilla,Brazil,642.973
Anguilla,Canada,266.108
Anguilla,Dominica,29.479
Anguilla,France,0.002
Anguilla,Germany,5.108
Anguilla,Grenada,0.019
Anguilla,Guyana,32.012
Anguilla,Italy,13.124
Anguilla,Lebanon,78.487
Anguilla,Mexico,1.557
Anguilla,Namibia,0.118
Anguilla,Netherlands,445.457
Anguilla,NewZealand,58.028
Anguilla,SaintKittsandNevis,10.652
Anguilla,SaintVincentandGrenadines,25.389
Anguilla,Switzerland,145.642
Anguilla,TrinidadandTobago,66.822
Anguilla,UnitedKingdom,287.471
Anguilla,UnitedStates,5228.943
AntiguaandBarbuda,Anguilla,0.044
AntiguaandBarbuda,Australia,214.113
AntiguaandBarbuda,Bahrain,1.168
AntiguaandBarbuda,Barbados,2891.571
AntiguaandBarbuda,Belgium,469.816
AntiguaandBarbuda,Belize,547.95
AntiguaandBarbuda,Brazil,4023.009
AntiguaandBarbuda,BritishVirginIslands,0.09
AntiguaandBarbuda,Cameroon,20.181
AntiguaandBarbuda,Canada,3040.982
AntiguaandBarbuda,Chile,343.827
AntiguaandBarbuda,China,58.853
AntiguaandBarbuda,Colombia,146.241
AntiguaandBarbuda,CostaRica,115.152
AntiguaandBarbuda,Cyprus,229.266
AntiguaandBarbuda,Denmark,477.305
AntiguaandBarbuda,Dominica,1712.892
AntiguaandBarbuda,DominicanRepublic,305.537
AntiguaandBarbuda,Ecuador,28.115
AntiguaandBarbuda,Egypt,0.791
AntiguaandBarbuda,ElSalvador,0.241
AntiguaandBarbuda,France,625.801
AntiguaandBarbuda,Germany,435.575
AntiguaandBarbuda,Ghana,0.03
AntiguaandBarbuda,Grenada,417.666
AntiguaandBarbuda,Guam,0.009
AntiguaandBarbuda,Guatemala,242.103
AntiguaandBarbuda,Guyana,2245.926
AntiguaandBarbuda,Honduras,205.485
AntiguaandBarbuda,India,8.905
AntiguaandBarbuda,Indonesia,6.409
AntiguaandBarbuda,Ireland,21.63
AntiguaandBarbuda,Italy,417.721
AntiguaandBarbuda,Jamaica,3831.741
AntiguaandBarbuda,KoreaDemPeoples,1.191
AntiguaandBarbuda,KoreaRepublicof,20.154
AntiguaandBarbuda,Latvia,0.702
AntiguaandBarbuda,Luxembourg,33.182
AntiguaandBarbuda,Malaysia,350.467
AntiguaandBarbuda,Malta,1.255
AntiguaandBarbuda,Mexico,202.805
AntiguaandBarbuda,Montserrat,0.874
AntiguaandBarbuda,Namibia,2.384
AntiguaandBarbuda,Netherlands,2555.73
AntiguaandBarbuda,NewZealand,706.87
AntiguaandBarbuda,Nicaragua,6.323
AntiguaandBarbuda,Norway,132.165
AntiguaandBarbuda,Panama,297.44
AntiguaandBarbuda,Peru,218.66
AntiguaandBarbuda,Poland,19.114
AntiguaandBarbuda,Portugal,0.333
AntiguaandBarbuda,SaintKittsandNevis,9.806
AntiguaandBarbuda,SaintLucia,447.697
AntiguaandBarbuda,SaintVincentandGrenadines,1534.925
AntiguaandBarbuda,Senegal,685.414
AntiguaandBarbuda,Spain,20.694
AntiguaandBarbuda,Suriname,18.671
AntiguaandBarbuda,Sweden,0.949
AntiguaandBarbuda,Switzerland,0.01
AntiguaandBarbuda,SyrianArabRepublic,0.007
AntiguaandBarbuda,Thailand,83.129
AntiguaandBarbuda,TrinidadandTobago,2604.358
AntiguaandBarbuda,Turkey,7.322
AntiguaandBarbuda,Ukraine,5.372
AntiguaandBarbuda,UnitedArabEmirates,5.565
AntiguaandBarbuda,UnitedKingdom,2894.787
AntiguaandBarbuda,UnitedStates,25694.187
AntiguaandBarbuda,Uruguay,30.338
AntiguaandBarbuda,Zambia,70.658
Argentina,Albania,5.04
Argentina,Australia,2062.248
Argentina,Austria,235.146
Argentina,Belgium,5043.954
Argentina,Belize,1.343
Argentina,Bolivia,58822.603
Argentina,Brazil,407286.52
Argentina,Bulgaria,135.507
Argentina,Canada,2869.793
Argentina,Chile,190056.16
Argentina,China,28471.055
Argentina,ChinaHongKongSAR,139.959
Argentina,ChinaTaiwanProvince,649.574
Argentina,Colombia,4520.098
Argentina,Comoros,0.475
Argentina,Congo,0.623
Argentina,CostaRica,162.951
Argentina,Cuba,930.474
Argentina,CzechRepublic,167.16
Argentina,Denmark,12932.453
Argentina,DominicanRepublic,0.126
Argentina,Ecuador,205706.38
Argentina,Egypt,20.567
Argentina,Ethiopia,21.135
Argentina,Fiji,2.966
Argentina,Finland,0.076
Argentina,France,8273.585
Argentina,Germany,15260.767
Argentina,Ghana,41.817
Argentina,Grenada,22.392
Argentina,Guatemala,439.888
Argentina,Guyana,0.198
Argentina,Honduras,654.865
Argentina,Hungary,1220.772
Argentina,Iceland,9.764
Argentina,India,2653.046
Argentina,Indonesia,14755.207
Argentina,IranIslamicRepublic,2734.013
Argentina,Ireland,19.167
Argentina,Israel,1117.369
Argentina,Italy,16389.096
Argentina,Japan,261.762
Argentina,Jordan,2097.955
Argentina,Kenya,1.975
Argentina,KoreaRepublicof,1393.719
Argentina,Kuwait,0.051
Argentina,Lebanon,50.8
Argentina,Luxembourg,0.015
Argentina,Madagascar,302.875
Argentina,Malawi,34.333
Argentina,Malaysia,1869.73
Argentina,Mexico,13843.193
Argentina,Morocco,43.498
Argentina,Myanmar,59.005
Argentina,Netherlands,34693.583
Argentina,NewZealand,296.931
Argentina,Nicaragua,2.044
Argentina,Niger,4.101
Argentina,Nigeria,1495.356
Argentina,Norway,514.594
Argentina,Pakistan,52.124
Argentina,Panama,3290.962
Argentina,PapuaNewGuinea,6.429
Argentina,Paraguay,56958.905
Argentina,Peru,6104.758
Argentina,Philippines,800.588
Argentina,Poland,1615.137
Argentina,Portugal,5266.003
Argentina,Romania,11.77
Argentina,RussianFederation,7.432
Argentina,SaudiArabia,84.23
Argentina,Seychelles,12.547
Argentina,Singapore,1441.526
Argentina,Slovakia,0.355
Argentina,Slovenia,9.539
Argentina,SouthAfrica,235.579
Argentina,Spain,17584.622
Argentina,SriLanka,524.125
Argentina,Suriname,0.057
Argentina,Sweden,289.019
Argentina,Switzerland,21536.831
Argentina,SyrianArabRepublic,9.666
Argentina,Tajikistan,0.008
Argentina,Thailand,25350.101
Argentina,TrinidadandTobago,108.154
Argentina,Tunisia,74.156
Argentina,Turkey,2852.754
Argentina,UnitedArabEmirates,4.807
Argentina,UnitedKingdom,9763.447
Argentina,TanzaniaUnitedRepublic,4.922
Argentina,UnitedStates,63482.946
Argentina,Uruguay,34558.2
Argentina,Uzbekistan,76.538
Argentina,Venezuela,19.375
Argentina,VietNam,6400.717
Argentina,Yemen,15.237
Argentina,Zambia,0.725
Armenia,Afghanistan,1.693
Armenia,Albania,0.349
Armenia,Argentina,740.259
Armenia,Austria,1939.012
Armenia,Bahrain,0.203
Armenia,Bangladesh,7.159
Armenia,Belarus,1615.2
Armenia,Belgium,4119.937
Armenia,Bolivia,442.184
Armenia,BosniaandHerzegovina,41.441
Armenia,Brazil,15582.732
Armenia,Bulgaria,3427.968
Armenia,Cameroon,56.388
Armenia,Canada,5354.834
Armenia,Chile,540.401
Armenia,China,2962.824
Armenia,Colombia,7.86
Armenia,Comoros,1.791
Armenia,CostaRica,378.185
Armenia,Croatia,20.049
Armenia,Cuba,75.059
Armenia,CzechRepublic,357.175
Armenia,DemRepoftheCongo,0.639
Armenia,Denmark,761.379
Armenia,DominicanRepublic,0.612
Armenia,Ecuador,88.5
Armenia,Egypt,1470.139
Armenia,ElSalvador,73.3
Armenia,Estonia,3009.503
Armenia,Ethiopia,185.955
Armenia,Finland,1021.039
Armenia,France,3042.688
Armenia,Georgia,17170.351
Armenia,Germany,11869.436
Armenia,Ghana,694.478
Armenia,Greece,627.239
Armenia,Guatemala,57.611
Armenia,Honduras,26.226
Armenia,Hungary,1180.435
Armenia,India,5372.271
Armenia,Indonesia,3851.616
Armenia,IranIslamicRepublic,24228.179
Armenia,Ireland,86.51
Armenia,Israel,672.861
Armenia,Italy,13422.978
Armenia,Jordan,0.625
Armenia,Kazakhstan,51.366
Armenia,Kenya,0.016
Armenia,KoreaRepublicof,37.661
Armenia,Kuwait,1.029
Armenia,Kyrgyzstan,30.65
Armenia,LaoPeoplesDemRep,3.825
Armenia,Latvia,588.838
Armenia,Lebanon,168.43
Armenia,Lithuania,2658.166
Armenia,Luxembourg,26.168
Armenia,Malawi,0.189
Armenia,Malaysia,429.539
Armenia,Maldives,0.176
Armenia,Mali,1.872
Armenia,Mauritania,1.398
Armenia,Morocco,107.376
Armenia,Mozambique,0.117
Armenia,Netherlands,5244.695
Armenia,NewZealand,10546.442
Armenia,Nicaragua,4.115
Armenia,Nigeria,598.991
Armenia,Norway,762.298
Armenia,Oman,0.048
Armenia,Panama,176.586
Armenia,Paraguay,617.417
Armenia,Poland,23507.019
Armenia,Portugal,958.445
Armenia,RepublicofMoldova,258.253
Armenia,Romania,1069.108
Armenia,RussianFederation,114369.42
Armenia,Rwanda,4.792
Armenia,SaudiArabia,34.357
Armenia,Senegal,38.912
Armenia,Serbia,6.065
Armenia,Singapore,155.783
Armenia,Slovakia,18.291
Armenia,Slovenia,87.871
Armenia,Spain,2416.226
Armenia,SriLanka,597.279
Armenia,Sweden,184.655
Armenia,Switzerland,171.13
Armenia,SyrianArabRepublic,13.811
Armenia,Thailand,254.731
Armenia,TFYRofMacedonia,18.308
Armenia,Togo,592.386
Armenia,Uganda,147.301
Armenia,Ukraine,25672.587
Armenia,UnitedArabEmirates,1646.095
Armenia,UnitedKingdom,126.218
Armenia,TanzaniaUnitedRepublic,400.95
Armenia,UnitedStates,3979.014
Armenia,Uzbekistan,246.58
Armenia,VietNam,1528.787
Armenia,Yemen,0.19
Armenia,Zimbabwe,14.646
Aruba,Argentina,545.567
Aruba,Austria,0.15
Aruba,Bahamas,0.067
Aruba,Belgium,862.293
Aruba,Brazil,12039.59
Aruba,Canada,2331.139
Aruba,Chile,161.959
Aruba,China,204.686
Aruba,ChinaHongKongSAR,194.893
Aruba,ChinaTaiwanProvince,0.989
Aruba,Colombia,3524.487
Aruba,CostaRica,5087.469
Aruba,Cuba,7.658
Aruba,Cyprus,69.847
Aruba,Denmark,113.958
Aruba,DominicanRepublic,687.5
Aruba,Ecuador,68.86
Aruba,ElSalvador,8.043
Aruba,Estonia,86.615
Aruba,France,414.128
Aruba,Germany,737.967
Aruba,Guatemala,908.25
Aruba,Honduras,492.144
Aruba,India,276.286
Aruba,Italy,685.018
Aruba,Jamaica,944.481
Aruba,Jordan,1.964
Aruba,KoreaRepublicof,0.509
Aruba,Lebanon,14.876
Aruba,Malaysia,49.142
Aruba,Mexico,1001.444
Aruba,Netherlands,34468.853
Aruba,NewZealand,678.393
Aruba,Nicaragua,65.581
Aruba,Pakistan,14.707
Aruba,Panama,42220.376
Aruba,Paraguay,3981.538
Aruba,Peru,772.399
Aruba,Philippines,228.45
Aruba,Poland,163.905
Aruba,Portugal,46.782
Aruba,Spain,614.154
Aruba,SriLanka,2.534
Aruba,Suriname,410.937
Aruba,Switzerland,40.538
Aruba,SyrianArabRepublic,18.561
Aruba,Thailand,689.531
Aruba,TrinidadandTobago,564.343
Aruba,Turkey,53.047
Aruba,Ukraine,0.067
Aruba,UnitedArabEmirates,7.554
Aruba,UnitedKingdom,325.669
Aruba,UnitedStates,67092.643
Aruba,Venezuela,113106.57
Australia,Afghanistan,655.569
Australia,Albania,21.199
Australia,Algeria,0.043
Australia,AmericanSamoa,21238.256
Australia,AntiguaandBarbuda,3.394
Australia,Argentina,274296.41
Australia,Armenia,15.425
Australia,Austria,56768.973
Australia,Azerbaijan,0.171
Australia,Bahamas,344.375
Australia,Bahrain,298.247
Australia,Bangladesh,3892.428
Australia,Belarus,66.4
Australia,Belgium,107283.11
Australia,Belize,101.134
Australia,Benin,27.802
Australia,Bermuda,8.04
Australia,Bhutan,203.246
Australia,Bolivia,9027.59
Australia,BosniaandHerzegovina,535.156
Australia,Botswana,0.047
Australia,Brazil,118589.81
Australia,BritishVirginIslands,5.494
Australia,BruneiDarussalam,32.744
Australia,Bulgaria,7624.519
Australia,BurkinaFaso,0.436
Australia,Burundi,201.063
Australia,Cambodia,1356.013
Australia,Cameroon,37.896
Australia,Canada,171589.94
Australia,Chile,67753.175
Australia,China,807600.43
Australia,ChinaHongKongSAR,44046.033
Australia,ChinaMacaoSAR,57.689
Australia,ChinaTaiwanProvince,78310.846
Australia,Colombia,26408.135
Australia,Comoros,94.231
Australia,Congo,45.778
Australia,CookIslands,132.855
Australia,CostaRica,8443.557
Australia,CotedIvoire,13461.13
Australia,Croatia,7044.086
Australia,Cuba,4633.402
Australia,Cyprus,9085.103
Australia,CzechRepublic,9175.298
Australia,DemRepoftheCongo,199.714
Australia,Denmark,293178.55
Australia,Djibouti,764.13
Australia,DominicanRepublic,500.17
Australia,Ecuador,14777.198
Australia,Egypt,2062.585
Australia,ElSalvador,13579.313
Australia,Estonia,378.837
Australia,Ethiopia,19365.058
Australia,Fiji,22985.678
Australia,Finland,1033.011
Australia,France,148286.68
Australia,FrenchPolynesia,39.973
Australia,Gabon,83252.845
Australia,Georgia,605.896
Australia,Germany,302363.36
Australia,Ghana,3130.413
Australia,Greece,63039.596
Australia,Guam,3.982
Australia,Guatemala,18207.253
Australia,Guinea,16.482
Australia,Guyana,0.132
Australia,Haiti,8.426
Australia,Honduras,7795.075
Australia,Hungary,13862.48
Australia,Iceland,383.321
Australia,India,172553.78
Australia,Indonesia,206371.65
Australia,IranIslamicRepublic,6796.72
Australia,Ireland,39391.993
Australia,Israel,16506.642
Australia,Italy,392165.69
Australia,Jamaica,57.826
Australia,Japan,67607.402
Australia,Jordan,1352.621
Australia,Kenya,9306.312
Australia,Kiribati,5.807
Australia,KoreaRepublicof,97079.3
Australia,Kuwait,8.718
Australia,Kyrgyzstan,4.529
Australia,LaoPeoplesDemRep,719.161
Australia,Latvia,232.522
Australia,Lebanon,9043.026
Australia,Liberia,9.873
Australia,Lithuania,1018.195
Australia,Luxembourg,1522.527
Australia,Madagascar,1315.763
Australia,Malawi,61.829
Australia,Malaysia,345420.05
Australia,Maldives,410.269
Australia,Mali,278.099
Australia,Malta,17.99
Australia,MarshallIslands,3.308
Australia,Mauritania,10.652
Australia,Mauritius,1116.772
Australia,Mexico,26812.513
Australia,Mongolia,594.163
Australia,Morocco,2806.04
Australia,Mozambique,168.34
Australia,Myanmar,7729.965
Australia,Namibia,5400.58
Australia,Nepal,390.24
Australia,Netherlands,349824.2
Australia,NewCaledonia,1701.737
Australia,NewZealand,1690154.7
Australia,Nicaragua,7778.118
Australia,Niger,12.294
Australia,Nigeria,45.303
Australia,Norway,46184.497
Australia,Oman,409.274
Australia,Pakistan,26139.513
Australia,Panama,6383.442
Australia,PapuaNewGuinea,36498.464
Australia,Paraguay,296.256
Australia,Peru,37851.098
Australia,Philippines,54083.362
Australia,Poland,38444.58
Australia,Portugal,3643.029
Australia,Qatar,53.321
Australia,RepublicofMoldova,24.635
Australia,Romania,5035.594
Australia,RussianFederation,1403.678
Australia,Rwanda,1192.031
Australia,SaintHelena,987.317
Australia,Samoa,461.338
Australia,SaudiArabia,1187.564
Australia,Senegal,9.134
